state,time,net,age,sex
MD,5617,5416,32,F
MD,5638,5192,32,F
MD,5643,5413,32,F
VA,5665,5287,32,F
VA,5805,5510,32,F
DC,5821,5411,32,F
VA,5827,5482,32,F
DC,5852,5723,32,F
MD,5859,5719,32,F
VA,5867,5600,32,F
NY,5870,5750,32,F
VA,5875,5509,32,F
VA,5895,5895,32,F
MD,5911,5593,32,F
DC,5932,5524,32,F
VA,5941,5728,32,F
DC,5941,5455,32,F
DC,5941,5718,32,F
VA,5945,5698,32,F
DC,5947,5556,32,F
MD,5970,5783,32,F
NJ,5988,5851,32,F
DC,5988,5677,32,F
NC,6020,5650,32,F
VA,6047,5675,32,F
DC,6073,5715,32,F
VA,6075,5986,32,F
MD,6076,5814,32,F
DC,6081,5789,32,F
MD,6091,5786,32,F
VA,6096,5621,32,F
DC,6105,5935,32,F
MD,6143,5840,32,F
VA,6162,5828,32,F
MD,6167,6167,32,F
MD,6200,6104,32,F
MD,6200,6103,32,F
VA,6200,5901,32,F
VA,6207,6064,32,F
MD,6212,5899,32,F
MD,6213,5780,32,F
MD,6214,5781,32,F
VA,6263,5837,32,F
DC,6266,6266,32,F
LE,6288,6288,32,F
VA,6314,6314,32,F
VA,6316,6110,32,F
DC,6342,5905,32,F
VA,6355,5862,32,F
MD,6397,6097,32,F
VA,6413,5958,32,F
PA,6418,6275,32,F
VA,6418,6057,32,F
DC,6434,6201,32,F
DC,6454,6132,32,F
DC,6475,6033,32,F
MD,6475,6085,32,F
VA,6502,6015,32,F
VA,6513,6018,32,F
MD,6525,6033,32,F
MD,6529,6396,32,F
VA,6530,6102,32,F
VA,6534,6064,32,F
NY,6573,6344,32,F
NJ,6573,6347,32,F
MD,6596,6341,32,F
MD,6668,6524,32,F
VA,6698,6268,32,F
DC,6702,6229,32,F
VA,6707,6268,32,F
DC,6728,6367,32,F
MD,6736,6359,32,F
VA,6779,6371,32,F
DC,6793,6793,32,F
MA,6796,6415,32,F
MD,6802,6365,32,F
MD,6805,6350,32,F
DC,6836,6451,32,F
VA,6874,6488,32,F
VA,6917,6561,32,F
VA,6931,6853,32,F
VA,6971,6486,32,F
MD,6977,6854,32,F
VA,7015,6602,32,F
VA,7026,6546,32,F
VA,7098,6731,32,F
VA,7132,7132,32,F
DC,7141,7003,32,F
VA,7194,6719,32,F
NY,7236,7017,32,F
DC,7243,6795,32,F
MD,7356,6929,32,F
GE,7361,7111,32,F
VA,7396,7011,32,F
VA,7491,7010,32,F
DC,7502,7189,32,F
VA,7567,7202,32,F
VA,8047,8047,32,F
VA,8210,8210,32,F
VA,3447,3447,33,F
VA,3804,3803,33,F
VA,4244,4126,33,F
VA,4427,4105,33,F
VA,4588,4559,33,F
VA,4656,4598,33,F
VA,4667,4628,33,F
VA,4699,4593,33,F
MD,4703,4638,33,F
DC,4708,4598,33,F
MD,4715,4653,33,F
DC,4718,4718,33,F
VA,4749,4685,33,F
DC,4751,4535,33,F
VT,4752,4752,33,F
VA,4752,4717,33,F
VA,4786,4718,33,F
VA,4801,4496,33,F
MD,4936,4756,33,F
VA,5120,4950,33,F
MD,5265,5172,33,F
DC,5290,5106,33,F
MD,5331,5141,33,F
DC,5333,5239,33,F
VA,5335,4995,33,F
MD,5350,5350,33,F
MD,5371,5255,33,F
DC,5375,5375,33,F
VA,5448,5405,33,F
VA,5449,5290,33,F
VA,5453,5197,33,F
PA,5466,5188,33,F
DC,5471,5219,33,F
VA,5520,5295,33,F
DC,5549,5453,33,F
MD,5557,5417,33,F
VA,5599,5599,33,F
MD,5602,5251,33,F
DC,5616,5445,33,F
MD,5636,5190,33,F
MD,5639,5322,33,F
PA,5678,5586,33,F
VA,5678,5661,33,F
MD,5679,5217,33,F
VA,5704,5480,33,F
VA,5705,5407,33,F
DC,5711,5399,33,F
VA,5718,5607,33,F
VA,5721,5366,33,F
VA,5729,5482,33,F
VA,5736,5418,33,F
MD,5749,5669,33,F
DC,5797,5351,33,F
VA,5871,5688,33,F
DC,5934,5649,33,F
MD,5935,5484,33,F
IL,5957,5685,33,F
VA,5970,5550,33,F
MD,5972,5972,33,F
VA,5978,5978,33,F
VA,6007,5829,33,F
WA,6017,5798,33,F
DC,6059,5836,33,F
DC,6064,5668,33,F
VA,6114,5989,33,F
VA,6118,5849,33,F
VA,6147,6016,33,F
MD,6148,5803,33,F
MD,6160,5801,33,F
VA,6218,6044,33,F
VA,6231,6093,33,F
VA,6243,5850,33,F
VA,6258,6012,33,F
MD,6269,6045,33,F
MD,6278,6054,33,F
MA,6279,6061,33,F
VA,6284,5983,33,F
IA,6308,5835,33,F
VA,6322,5890,33,F
VA,6325,6325,33,F
MN,6359,5895,33,F
VA,6385,5883,33,F
VA,6412,6412,33,F
MA,6429,6242,33,F
MD,6455,6168,33,F
DC,6464,6339,33,F
DC,6477,6207,33,F
GA,6515,6082,33,F
VA,6532,6389,33,F
TX,6537,6274,33,F
VA,6550,6443,33,F
VA,6606,6370,33,F
VA,6634,6159,33,F
DC,6787,6540,33,F
VA,6794,6378,33,F
VA,6821,6609,33,F
DC,6835,6513,33,F
VA,6871,6406,33,F
PA,6892,6397,33,F
VA,6908,6549,33,F
VA,6908,6550,33,F
VA,6924,6495,33,F
MD,6933,6494,33,F
OH,6941,6595,33,F
DC,6952,6523,33,F
VA,6959,6746,33,F
VA,6973,6578,33,F
MD,6987,6547,33,F
NJ,6999,6602,33,F
MD,7006,6565,33,F
MD,7016,6662,33,F
VA,7034,7034,33,F
DC,7065,7065,33,F
DC,7073,6588,33,F
DC,7082,6718,33,F
VA,7088,7088,33,F
MD,7110,6635,33,F
VA,7113,6945,33,F
VA,7121,6801,33,F
NJ,7129,6786,33,F
VA,7240,6882,33,F
VA,7319,6926,33,F
VA,7337,6872,33,F
DC,7445,6970,33,F
DC,7453,7098,33,F
DC,7491,6983,33,F
NY,7566,7062,33,F
VA,7746,7437,33,F
VA,7912,7446,33,F
VA,8240,8029,33,F
DE,8298,7895,33,F
VA,8317,7810,33,F
MD,8460,8149,33,F
VA,9088,9088,33,F
MD,9345,9345,33,F
Romania,3121,3121,34,F
MD,4501,4468,34,F
DC,4508,4452,34,F
MD,4515,4396,34,F
DC,4534,4473,34,F
VA,4567,4558,34,F
VA,4617,4576,34,F
VA,4625,4604,34,F
VA,4745,4705,34,F
VA,4896,4821,34,F
GA,4989,4967,34,F
DC,4993,4605,34,F
DC,4993,4858,34,F
MI,5023,4643,34,F
MD,5031,5009,34,F
DC,5055,4969,34,F
VA,5069,5032,34,F
NY,5084,4759,34,F
VA,5116,4835,34,F
GA,5187,5136,34,F
MD,5250,4924,34,F
MD,5324,5245,34,F
MD,5331,5141,34,F
VA,5336,5229,34,F
VA,5346,5129,34,F
NC,5351,5275,34,F
DC,5364,5223,34,F
NY,5373,5006,34,F
MD,5378,5177,34,F
DC,5399,5096,34,F
VA,5402,5307,34,F
DC,5409,5167,34,F
VA,5411,5313,34,F
DC,5439,5315,34,F
MD,5501,5213,34,F
PA,5518,5272,34,F
VA,5524,5524,34,F
VA,5537,5357,34,F
VA,5540,5178,34,F
MD,5553,5553,34,F
MD,5563,5462,34,F
VA,5610,5416,34,F
TX,5616,5404,34,F
MD,5626,5495,34,F
VA,5639,5360,34,F
VA,5665,5610,34,F
MD,5696,5696,34,F
DC,5709,5313,34,F
VA,5723,5456,34,F
MD,5777,5335,34,F
DC,5779,5339,34,F
VA,5780,5544,34,F
DC,5787,5347,34,F
SC,5796,5658,34,F
MD,5800,5478,34,F
DC,5800,5344,34,F
VA,5816,5686,34,F
VA,5821,5702,34,F
DC,5834,5735,34,F
VA,5837,5622,34,F
VA,5868,5753,34,F
DC,5869,5524,34,F
MD,5891,5763,34,F
MA,5893,5893,34,F
DC,5900,5795,34,F
VA,5991,5622,34,F
MD,6042,5861,34,F
MD,6079,5890,34,F
VA,6107,6107,34,F
MD,6183,6069,34,F
VA,6187,6187,34,F
VA,6200,6074,34,F
MD,6203,5992,34,F
DC,6233,5835,34,F
MD,6267,6267,34,F
DC,6271,5794,34,F
DC,6273,6047,34,F
VA,6274,6065,34,F
VA,6277,5759,34,F
PA,6342,5986,34,F
NY,6345,5976,34,F
VA,6352,5989,34,F
DC,6385,5882,34,F
DC,6388,6024,34,F
VA,6409,6409,34,F
VA,6416,6225,34,F
DC,6417,6293,34,F
VA,6440,6280,34,F
VA,6441,6232,34,F
MD,6442,6257,34,F
MD,6445,5977,34,F
DC,6448,6057,34,F
VA,6454,6039,34,F
VA,6462,5971,34,F
VA,6481,6136,34,F
VA,6485,6173,34,F
VA,6492,6238,34,F
DC,6505,6072,34,F
DC,6521,6248,34,F
MD,6532,6173,34,F
MA,6542,6082,34,F
VA,6591,6520,34,F
VA,6607,6370,34,F
VA,6631,6187,34,F
VA,6715,6560,34,F
MD,6731,6545,34,F
VA,6748,6264,34,F
MD,6775,6775,34,F
VA,6781,6313,34,F
VA,6811,6306,34,F
VA,6814,6359,34,F
NC,6844,6463,34,F
VA,6846,6453,34,F
VA,6895,6520,34,F
MD,6897,6460,34,F
DC,6929,6473,34,F
MD,6937,6457,34,F
DC,6937,6937,34,F
MD,6938,6497,34,F
OH,6943,6672,34,F
VA,6944,6648,34,F
MD,6960,6550,34,F
MD,6969,6570,34,F
DC,6981,6981,34,F
VA,7010,6608,34,F
DC,7058,6573,34,F
DC,7062,7062,34,F
DC,7110,6744,34,F
DC,7161,6955,34,F
DC,7172,7172,34,F
MD,7271,6920,34,F
VA,7314,7227,34,F
VA,7382,7094,34,F
MD,7399,7012,34,F
MD,7465,7149,34,F
DC,7495,7032,34,F
VA,7587,7500,34,F
VA,7619,7476,34,F
DC,7767,7482,34,F
MD,7817,7358,34,F
MD,7822,7726,34,F
MD,7883,7464,34,F
MD,7916,7825,34,F
VA,7928,7561,34,F
MD,7976,7492,34,F
VA,8070,7643,34,F
VA,8282,7958,34,F
VA,8299,7795,34,F
DC,8334,8108,34,F
MD,8611,8111,34,F
MD,8635,8221,34,F
VA,8710,8247,34,F
DC,8820,8509,34,F
VA,9450,9450,34,F
Romania,3297,3297,35,F
NY,4051,4041,35,F
VA,4234,4227,35,F
MD,4599,4547,35,F
VA,4626,4564,35,F
DC,4630,4630,35,F
FL,4666,4572,35,F
VA,4669,4625,35,F
DC,4742,4567,35,F
VA,4744,4665,35,F
VA,4802,4743,35,F
VA,4818,4692,35,F
VA,4831,4759,35,F
MD,4837,4518,35,F
NY,4848,4818,35,F
VA,4851,4796,35,F
VA,4870,4812,35,F
VA,4888,4874,35,F
MD,4934,4922,35,F
MD,4958,4885,35,F
NJ,4960,4906,35,F
VA,4986,4642,35,F
VA,4991,4953,35,F
NC,5043,4939,35,F
VA,5136,4830,35,F
VA,5159,5145,35,F
MD,5199,5125,35,F
VA,5229,5154,35,F
VA,5302,5060,35,F
PA,5326,5234,35,F
IL,5326,5277,35,F
VA,5377,5096,35,F
VA,5445,5159,35,F
VA,5452,5141,35,F
MA,5460,5264,35,F
VA,5476,5288,35,F
MD,5477,5399,35,F
DC,5486,5348,35,F
VA,5490,5419,35,F
VA,5541,5275,35,F
MD,5552,5471,35,F
NY,5556,5230,35,F
DC,5561,5442,35,F
VA,5623,5342,35,F
VA,5629,5462,35,F
MD,5635,5146,35,F
VA,5675,5675,35,F
PA,5680,5589,35,F
VA,5700,5310,35,F
DC,5710,5295,35,F
MD,5712,5334,35,F
VA,5713,5457,35,F
VA,5723,5457,35,F
MD,5737,5460,35,F
MD,5741,5588,35,F
DC,5742,5497,35,F
DC,5744,5640,35,F
VA,5785,5423,35,F
MD,5792,5640,35,F
VA,5802,5608,35,F
DC,5821,5524,35,F
VA,5849,5541,35,F
VA,5876,5593,35,F
VA,5884,5673,35,F
DC,5893,5416,35,F
VA,5899,5899,35,F
VA,5921,5835,35,F
VA,5969,5681,35,F
DC,5980,5726,35,F
DC,6012,5800,35,F
MD,6035,5849,35,F
VA,6045,5896,35,F
DC,6065,5976,35,F
NJ,6071,5646,35,F
VA,6102,5908,35,F
VA,6104,6007,35,F
VA,6106,6082,35,F
VA,6131,5771,35,F
VA,6170,5748,35,F
DC,6170,5829,35,F
DC,6188,5693,35,F
DC,6190,5881,35,F
MD,6192,5926,35,F
VA,6211,5973,35,F
PA,6214,5868,35,F
DC,6258,5843,35,F
VA,6291,5951,35,F
MD,6315,5802,35,F
VA,6342,6342,35,F
MD,6349,5998,35,F
MD,6372,6014,35,F
DC,6375,5936,35,F
VA,6376,6227,35,F
VA,6383,6168,35,F
MD,6404,5944,35,F
DC,6414,6212,35,F
VA,6418,6130,35,F
VA,6423,6197,35,F
DC,6428,6277,35,F
VA,6431,5976,35,F
DC,6454,5987,35,F
VA,6461,6212,35,F
DC,6462,6035,35,F
VA,6479,6054,35,F
VA,6492,6036,35,F
MD,6543,6450,35,F
VA,6563,6125,35,F
VA,6609,6089,35,F
VA,6635,6159,35,F
MD,6726,6726,35,F
DC,6728,6250,35,F
TX,6732,6726,35,F
VA,6741,6370,35,F
DC,6747,6542,35,F
VA,6748,6539,35,F
VA,6756,6389,35,F
VA,6758,6758,35,F
MD,6775,6377,35,F
VA,6794,6563,35,F
DC,6801,6682,35,F
PA,6827,6521,35,F
MD,6833,6346,35,F
VA,6844,6353,35,F
DC,6849,6405,35,F
DC,6851,6657,35,F
MD,6865,6449,35,F
VA,6916,6506,35,F
MD,6943,6847,35,F
VA,6952,6608,35,F
VA,6965,6965,35,F
PA,7026,7026,35,F
MD,7029,6820,35,F
DC,7109,6881,35,F
MD,7113,6801,35,F
DC,7136,6987,35,F
NJ,7142,6798,35,F
VA,7150,6870,35,F
DC,7217,6723,35,F
MD,7289,6963,35,F
VA,7293,7293,35,F
VA,7486,7326,35,F
VA,7487,7241,35,F
VA,7512,7139,35,F
MD,7541,7541,35,F
VA,7808,7482,35,F
MD,7837,7837,35,F
MD,7877,7877,35,F
MD,8090,7716,35,F
VA,8222,8023,35,F
DC,8368,7892,35,F
VA,8411,8264,35,F
MD,8440,8310,35,F
VA,8472,8472,35,F
VA,8663,8292,35,F
VA,8710,8246,35,F
VA,9116,8663,35,F
MD,3811,3811,36,F
MD,4013,3997,36,F
VA,4169,4160,36,F
MD,4176,4159,36,F
PA,4178,4169,36,F
MD,4436,4425,36,F
MD,4571,4559,36,F
MD,4583,4480,36,F
VA,4769,4733,36,F
VA,4813,4747,36,F
VA,4844,4693,36,F
PA,4850,4816,36,F
VA,4954,4748,36,F
VA,4995,4715,36,F
MD,5110,4898,36,F
MD,5206,4979,36,F
MD,5213,5142,36,F
MD,5239,5187,36,F
VA,5241,5211,36,F
VA,5307,5307,36,F
VA,5316,5043,36,F
VA,5344,5247,36,F
VA,5400,5217,36,F
VA,5404,5327,36,F
VA,5430,5310,36,F
DC,5433,5230,36,F
DC,5482,5162,36,F
VA,5513,5513,36,F
VA,5515,5327,36,F
MD,5567,5381,36,F
VA,5582,5368,36,F
VA,5586,5409,36,F
VA,5594,5204,36,F
VA,5608,5257,36,F
NY,5625,5466,36,F
VA,5634,5295,36,F
VA,5700,5490,36,F
MD,5759,5662,36,F
VA,5760,5631,36,F
VA,5795,5667,36,F
MD,5795,5383,36,F
MD,5808,5455,36,F
MD,5841,5336,36,F
NC,5842,5653,36,F
PA,5846,5675,36,F
OH,5895,5895,36,F
MD,5902,5857,36,F
MD,5906,5821,36,F
VA,5923,5816,36,F
VA,5928,5741,36,F
VA,5951,5836,36,F
VA,5958,5958,36,F
VA,5968,5667,36,F
VA,5976,5773,36,F
MA,6006,5922,36,F
MD,6018,5836,36,F
DE,6026,5658,36,F
MD,6048,5825,36,F
MD,6063,5676,36,F
VA,6070,5974,36,F
PA,6070,5868,36,F
MD,6091,5833,36,F
VA,6093,5702,36,F
VA,6094,6094,36,F
DC,6112,5760,36,F
VA,6112,5640,36,F
MD,6114,5738,36,F
VA,6146,6146,36,F
DC,6148,5788,36,F
MD,6149,5750,36,F
VA,6152,5781,36,F
DC,6162,5856,36,F
VA,6165,6070,36,F
VA,6188,6043,36,F
MD,6220,6000,36,F
MD,6224,5967,36,F
VA,6232,6232,36,F
VA,6235,6059,36,F
VA,6243,6071,36,F
VA,6257,6012,36,F
VA,6313,6148,36,F
VA,6335,6130,36,F
MD,6373,6353,36,F
DC,6378,6070,36,F
MD,6389,6098,36,F
MD,6389,6102,36,F
MD,6395,5985,36,F
VA,6411,6411,36,F
VA,6424,5938,36,F
VA,6441,6202,36,F
MD,6456,6010,36,F
DC,6467,6146,36,F
MD,6473,6073,36,F
VA,6508,6150,36,F
VA,6512,6111,36,F
VA,6518,6518,36,F
VA,6518,6518,36,F
MD,6556,6260,36,F
MD,6601,6310,36,F
VA,6651,6264,36,F
PA,6658,6471,36,F
MD,6666,6227,36,F
VA,6674,6428,36,F
VA,6688,6394,36,F
PA,6703,6399,36,F
VA,6705,6273,36,F
MD,6792,6570,36,F
VA,6807,6318,36,F
MD,6811,6431,36,F
DC,6835,6574,36,F
VA,6838,6760,36,F
PA,6861,6724,36,F
AR,6872,6369,36,F
MD,6908,6734,36,F
VA,6962,6758,36,F
VA,6965,6476,36,F
MA,6979,6784,36,F
MD,7024,6859,36,F
VA,7079,6773,36,F
DC,7380,7033,36,F
MD,7388,7073,36,F
MD,7391,7037,36,F
MA,7401,7203,36,F
VA,7427,7212,36,F
NJ,7555,7231,36,F
DC,7558,7083,36,F
DC,7648,7240,36,F
DC,7708,7229,36,F
MD,7938,7691,36,F
VA,8078,7639,36,F
MD,8440,8310,36,F
TN,4053,4050,37,F
VA,4223,4190,37,F
MD,4418,4376,37,F
DC,4419,4419,37,F
VA,4485,4446,37,F
MD,4607,4576,37,F
DC,4723,4648,37,F
VA,4820,4796,37,F
VA,4861,4811,37,F
DC,4917,4838,37,F
VA,4939,4897,37,F
VA,4961,4851,37,F
MD,5174,5098,37,F
DC,5342,5016,37,F
NY,5352,5299,37,F
NJ,5418,5418,37,F
MD,5486,5383,37,F
DC,5504,4829,37,F
VA,5505,5505,37,F
NY,5507,5190,37,F
VA,5523,5367,37,F
VA,5565,5298,37,F
VA,5567,5383,37,F
DC,5567,5397,37,F
MA,5580,5580,37,F
PA,5582,5582,37,F
WI,5583,5377,37,F
MD,5592,5505,37,F
MD,5599,5425,37,F
VA,5663,5408,37,F
NY,5669,5187,37,F
DC,5698,5572,37,F
VA,5714,5530,37,F
VA,5731,5472,37,F
DC,5735,5603,37,F
VA,5748,5293,37,F
VA,5754,5480,37,F
NY,5778,5422,37,F
MD,5793,5577,37,F
VA,5803,5746,37,F
VA,5809,5509,37,F
VA,5841,5644,37,F
NY,5870,5504,37,F
VA,5905,5716,37,F
MD,5974,5562,37,F
PA,5984,5834,37,F
MD,5992,5511,37,F
MD,6020,5649,37,F
VA,6022,5663,37,F
VA,6038,5777,37,F
DC,6044,6044,37,F
VA,6055,5754,37,F
MD,6071,5678,37,F
VA,6075,6075,37,F
VA,6088,6016,37,F
VA,6108,5762,37,F
VA,6109,5973,37,F
VA,6141,5746,37,F
DC,6148,5788,37,F
VA,6177,5808,37,F
VA,6182,6169,37,F
PA,6183,5996,37,F
VA,6202,6003,37,F
MD,6240,6240,37,F
VA,6272,6272,37,F
VA,6314,6083,37,F
VA,6341,5964,37,F
MD,6347,5902,37,F
MD,6353,6234,37,F
DC,6379,5959,37,F
MD,6394,6394,37,F
VA,6417,6164,37,F
MD,6458,6015,37,F
VA,6485,6281,37,F
MD,6498,6231,37,F
VA,6505,6379,37,F
MD,6509,6112,37,F
MD,6521,6212,37,F
MD,6529,6409,37,F
NJ,6530,6291,37,F
DC,6536,6266,37,F
VA,6538,6328,37,F
VA,6543,6112,37,F
DC,6579,6460,37,F
DC,6601,6308,37,F
DC,6616,6202,37,F
VA,6617,6160,37,F
VA,6627,6317,37,F
MD,6639,6202,37,F
GA,6664,6205,37,F
DC,6670,6321,37,F
DC,6689,6382,37,F
DC,6697,6386,37,F
MD,6715,6474,37,F
VA,6718,6424,37,F
VA,6722,6232,37,F
DC,6740,6265,37,F
VA,6784,6784,37,F
MD,6829,6630,37,F
MD,6835,6329,37,F
VA,6846,6451,37,F
MD,6872,6872,37,F
VA,6878,6423,37,F
NY,6893,6457,37,F
MD,6908,6735,37,F
VA,6979,6656,37,F
DC,7000,6859,37,F
VA,7034,6782,37,F
VA,7076,6605,37,F
VA,7098,6728,37,F
VA,7123,6939,37,F
VA,7139,6964,37,F
MD,7203,7203,37,F
DC,7224,6792,37,F
MD,7228,6935,37,F
DC,7346,7346,37,F
VA,7419,7022,37,F
MD,7506,7371,37,F
VA,7683,7282,37,F
VA,7699,7545,37,F
VA,7757,7757,37,F
DC,7795,7795,37,F
NJ,7860,7581,37,F
VA,7971,7971,37,F
VA,8017,7619,37,F
VA,8156,7672,37,F
MD,8195,7694,37,F
DC,9824,9824,37,F
IL,3945,3939,38,F
VA,4118,4112,38,F
VA,4307,4280,38,F
PA,4413,4383,38,F
DC,4662,4628,38,F
DC,4683,4644,38,F
VA,4793,4793,38,F
CT,5017,4804,38,F
VA,5046,5046,38,F
VA,5059,4763,38,F
MD,5089,4995,38,F
MD,5234,5234,38,F
MA,5317,5009,38,F
MD,5317,5221,38,F
MD,5375,5281,38,F
MD,5387,5378,38,F
VA,5396,5099,38,F
DC,5408,5031,38,F
MD,5455,5305,38,F
MD,5513,5278,38,F
VA,5516,5300,38,F
MD,5527,5292,38,F
MD,5539,5353,38,F
VT,5543,5365,38,F
VA,5544,5387,38,F
DC,5547,5292,38,F
VA,5578,5400,38,F
MD,5579,5179,38,F
VA,5595,5382,38,F
MD,5599,5146,38,F
MD,5603,5169,38,F
PA,5604,5504,38,F
VA,5604,5410,38,F
VA,5613,5311,38,F
MD,5645,5284,38,F
VA,5652,5213,38,F
NJ,5675,5364,38,F
VA,5697,5571,38,F
VA,5767,5393,38,F
MD,5797,5604,38,F
DC,5820,5413,38,F
DC,5827,5638,38,F
MD,5874,5756,38,F
VA,5881,5545,38,F
CA,5898,5635,38,F
MD,5901,5743,38,F
MD,5906,5492,38,F
DC,5911,5499,38,F
VA,5912,5608,38,F
DC,5931,5931,38,F
DC,5936,5762,38,F
VA,5981,5531,38,F
MD,5983,5799,38,F
VA,6023,5652,38,F
VA,6037,5722,38,F
VA,6060,5762,38,F
VA,6061,5762,38,F
MD,6072,5870,38,F
VA,6097,5776,38,F
DC,6103,5916,38,F
VA,6126,5719,38,F
MD,6138,6006,38,F
VA,6175,6015,38,F
VA,6213,5997,38,F
VA,6255,5915,38,F
VA,6261,5964,38,F
PA,6284,6284,38,F
VA,6290,6256,38,F
NY,6302,5947,38,F
DC,6441,6232,38,F
VA,6460,5980,38,F
MD,6488,6003,38,F
VA,6511,6128,38,F
VA,6553,6553,38,F
VA,6557,6265,38,F
DC,6559,6263,38,F
VA,6581,6249,38,F
VA,6593,6266,38,F
VA,6665,6207,38,F
MD,6694,6389,38,F
VA,6733,6371,38,F
VA,6777,6582,38,F
VA,6795,6619,38,F
VA,6808,6502,38,F
MD,6813,6417,38,F
PA,6817,6624,38,F
MD,6820,6820,38,F
WI,6822,6521,38,F
VA,6851,6545,38,F
VA,6867,6576,38,F
VA,6928,6492,38,F
VA,6952,6643,38,F
VA,7038,6628,38,F
VA,7098,6610,38,F
MD,7265,6869,38,F
MD,7273,7001,38,F
MD,7283,6891,38,F
MD,7283,6894,38,F
MD,7390,6886,38,F
VA,7407,7124,38,F
MD,7428,7198,38,F
GA,7443,7119,38,F
VA,7461,6981,38,F
DC,7544,7201,38,F
VA,7647,7278,38,F
VA,7647,7366,38,F
VA,7682,7318,38,F
MD,7877,7582,38,F
VA,7960,7455,38,F
MD,8029,7565,38,F
VA,8043,7798,38,F
MD,8062,8062,38,F
DC,8277,8277,38,F
VA,8287,7885,38,F
MD,8442,8311,38,F
Russia,3567,3567,39,F
MD,3995,3991,39,F
VA,4221,4189,39,F
FL,4261,4233,39,F
VA,4442,4407,39,F
MD,4448,4429,39,F
VA,4558,4530,39,F
MD,4562,4536,39,F
MD,4622,4610,39,F
PA,4662,4597,39,F
DC,4715,4659,39,F
VA,4773,4731,39,F
MD,4781,4751,39,F
DC,4783,4567,39,F
DC,4786,4507,39,F
VA,4818,4818,39,F
NY,4853,4794,39,F
PA,5030,4969,39,F
MD,5065,4988,39,F
VA,5121,5011,39,F
DC,5125,4738,39,F
MD,5150,5054,39,F
VA,5153,4902,39,F
VA,5156,4784,39,F
VA,5196,5154,39,F
MD,5203,4926,39,F
MD,5220,5130,39,F
MD,5224,5049,39,F
VA,5294,5118,39,F
NM,5312,5238,39,F
VA,5377,5166,39,F
VA,5390,4944,39,F
VA,5393,5221,39,F
VA,5434,5314,39,F
VA,5462,5258,39,F
MD,5494,5494,39,F
NY,5516,5438,39,F
MD,5533,5439,39,F
VA,5559,5509,39,F
MD,5629,5481,39,F
VA,5699,5419,39,F
VA,5701,5436,39,F
VA,5709,5261,39,F
VA,5767,5396,39,F
MD,5788,5662,39,F
MD,5792,5691,39,F
MD,5804,5596,39,F
HI,5816,5365,39,F
VA,5816,5649,39,F
MD,5820,5572,39,F
VA,5857,5656,39,F
VA,5859,5632,39,F
VA,5883,5757,39,F
DC,5899,5714,39,F
VA,5911,5500,39,F
VA,5912,5736,39,F
VA,5913,5505,39,F
PA,5927,5804,39,F
MD,5934,5492,39,F
MA,5962,5831,39,F
MD,6029,5698,39,F
VA,6041,5738,39,F
VA,6056,5898,39,F
VA,6064,5890,39,F
VA,6089,5702,39,F
VA,6098,5877,39,F
MD,6102,6045,39,F
NY,6123,5930,39,F
VA,6128,6106,39,F
VA,6136,5772,39,F
VA,6144,5843,39,F
VA,6145,5937,39,F
VA,6233,6058,39,F
MD,6242,6106,39,F
MD,6267,6159,39,F
DC,6371,5875,39,F
VA,6401,6171,39,F
DC,6409,5914,39,F
MD,6438,5940,39,F
VA,6451,6229,39,F
WI,6454,6173,39,F
VA,6459,5957,39,F
MD,6465,6057,39,F
MD,6466,6056,39,F
VA,6499,6184,39,F
VA,6502,6306,39,F
MD,6508,6508,39,F
VA,6542,6112,39,F
MD,6556,6171,39,F
MD,6587,6093,39,F
VA,6591,6090,39,F
MD,6650,6499,39,F
VA,6674,6429,39,F
VA,6746,6288,39,F
VA,6799,6799,39,F
MD,6835,6575,39,F
MD,6864,6547,39,F
VA,6874,6606,39,F
DC,6905,6568,39,F
IA,6948,6732,39,F
VA,6952,6650,39,F
MD,6962,6724,39,F
NC,7045,6782,39,F
IL,7062,6746,39,F
MD,7062,7062,39,F
VA,7067,6649,39,F
VA,7069,6706,39,F
VA,7085,6757,39,F
VA,7099,6642,39,F
MD,7125,6774,39,F
VA,7127,6797,39,F
VA,7170,7170,39,F
VA,7176,6839,39,F
VA,7182,6956,39,F
DC,7224,6739,39,F
DC,7227,7091,39,F
DC,7266,6886,39,F
DC,7279,7006,39,F
VA,7317,7098,39,F
VA,7321,6929,39,F
MD,7407,7273,39,F
VA,7454,6986,39,F
VA,7912,7912,39,F
MD,7931,7931,39,F
VA,7940,7455,39,F
VA,8026,7627,39,F
VA,8091,7634,39,F
VA,8970,8970,39,F
MD,10603,10064,39,F
VA,3867,3854,40,F
DC,3903,3899,40,F
DC,3978,3949,40,F
VA,4487,4451,40,F
VA,4632,4591,40,F
VA,4674,4622,40,F
VA,4680,4653,40,F
VA,4710,4662,40,F
VA,4779,4734,40,F
MD,4790,4654,40,F
VA,4798,4695,40,F
MD,4819,4770,40,F
VA,4837,4755,40,F
VA,4867,4807,40,F
VA,4870,4840,40,F
VA,4923,4567,40,F
MD,4939,4939,40,F
MD,4958,4899,40,F
MD,5050,5043,40,F
VA,5137,4793,40,F
VA,5153,4791,40,F
TX,5160,5095,40,F
PA,5184,5020,40,F
NC,5191,5016,40,F
VA,5280,4894,40,F
OH,5314,5314,40,F
MD,5380,5272,40,F
